word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
r u n i t u m a ɴ q a	174992	3123236	11
r u n i t u t a q a	204854	3000823	10
r u n i t u t a x	191426	2171513	9
r u n i t u w a ɴ q a	207921	3704245	11
r u n t i t u s t a	233874	3606829	10
r u n t u	113883	405178	5
r u n t u n	149292	797284	6
r u n t u ɲ ʧ u	213672	2130582	8
r u n t u r p a n	232602	2888231	9
r u n t u s t a	181371	1703418	8
r u n t u w a m p i s	219339	3975848	11
r u pʰ a	42021	84141	4
r u pʰ a ʧ i n a	116883	1226194	8
r u pʰ a ʧ i p u j t a w a n	216405	7765159	14
r u pʰ a ʧ i s a ŋ k u	152774	3431049	11
r u pʰ a ʧ i x t i ɲ ʧ i x	216291	6080832	13
r u pʰ a ʧ i j k u	122697	1913648	9
r u pʰ a ʧ i j t a	117279	1703526	9
r u pʰ a n	55683	240990	5
r u pʰ a r a ʧ i s u n m a n	222924	7983020	14
r u pʰ a r a ʧ i j t a	165141	3616296	11
r u pʰ a r i k a p u n	187845	4140857	11
r u pʰ a r i r i k a p u n	262365	7774532	13
r u pʰ a s q a	73557	583822	7
r u pʰ a j	49473	169695	5
r u pʰ a j ʧ u	80775	762722	7
r u pʰ a j k a m u n t a x	180933	4926464	13
r u pʰ a j k u ʧ i ŋ k u	205479	5123824	12
r u pʰ a j k u ʧ i ʃ a ŋ k u	221841	7548760	14
r u pʰ a j ʎ a	72153	615104	7
r u pʰ a j w a n	94185	1107870	8
r u r a l p i	152589	1093780	7
r u tʰ u m u n a	140389	1375139	8
r u tʰ u r p a r i ŋ k u	276878	6896236	12
r u tʰ u j	88044	275028	5
r u w a ʧ i k u n i	217635	3506558	10
r u w a ʧ i ŋ k u	168821	2362478	9
r u w a ʧ i ʃ a r̞ q a	182700	3520840	11
r u w a ʧ i s a w a j k u	205902	6283310	13
r u w a ʧ i s q a n t a	211050	5057722	12
r u w a ʧ i s q a ŋ k u	200429	5031835	12
r u w a ʧ i j	121716	858585	7
r u w a ʧ i j k u	155106	2223698	9
r u w a ʧ u ŋ k u	180431	2500113	9
r u w a k o ɴ q a	135942	1667950	9
r u w a k o r̞ q a	162492	2004250	9
r u w a k o r̞ q a ŋ k i ʧ i s	280356	10481193	15
r u w a k u ʧ u n	210803	2789123	9
r u w a k u ʎ a n t a x	236585	5317836	12
r u w a k u ʎ a ɴ q a p u n i	262709	9756448	15
r u w a k u ʎ a s q a t a x	237197	7335332	14
r u w a k u n	140217	1129226	7
r u w a k u n a	157443	1516082	8
r u w a k u n a m p a x	194469	4167627	12
r u w a k u n a n	177045	2358968	9
r u w a k u n a n t a	221001	4388639	11
r u w a k u n a j k u p a x	245663	7464268	14
r u w a k u ɲ ʧ u	204713	2731321	9
r u w a k u n m a n	180972	2996627	10
r u w a k u n ɲ a	188298	2307884	9
r u w a k u ŋ k i ʧ a r i	269206	8040630	13
r u w a k u ŋ k u	176757	2448499	9
r u w a k u ʃ a ʎ a r̞ q a n i r a x	320046	17270636	18
r u w a k u s a n	157866	2129090	9
r u w a k u ʃ a ɲ ʧ u	210911	4405927	11
r u w a k u s a n ɲ a	194694	3815402	11
r u w a k u ʃ a s q a	175578	3290846	11
r u w a k u s a x	150954	1750658	9
r u w a k u s a x t i n	206676	5105333	12
r u w a k u ʃ a j k u	180996	3813386	11
r u w a k u s p a	160410	1963526	9
r u w a k u s q a	159282	1939874	9
r u w a k u s q a n	174132	2913440	10
r u w a k u s q a n m a n t a	251946	9588504	15
r u w a k u x	123977	886730	7
r u w a k u x q a	143952	1772840	9
r u w a k u x r i	164522	2383430	9
r u w a k u x t a q a	178290	3472807	11
r u w a k u x t i n	186618	3253823	10
r u w a k u j k u	161532	2306204	9
r u w a k u j p i s	164772	2677190	10
r u w a k u j t a	156294	2065406	9
r u w a ʎ a n	120582	955338	7
r u w a ʎ a n i t a x	191448	3573746	11
r u w a ʎ a n t a x	175860	2701466	10
r u w a ʎ a ŋ k u	152117	2150432	9
r u w a ʎ a s q a t a x	176472	4039076	12
r u w a ʎ a w a x ʧ u	174715	3861470	11
r u w a m u n	106185	891754	7
r u w a m u ɲ ʧ i x	180970	2691837	10
r u w a m u s q a	129426	1593282	9
r u w a m u s q a j k u	167136	4263409	12
r u w a m u x	97369	689450	7
r u w a m u x t i n	160010	2748431	10
r u w a n	87156	314739	5
r u w a n a	97848	497853	6
r u w a n a ʎ a n t a x	206046	4724945	12
r u w a n a ʎ a p u n i	207780	5072972	12
r u w a n a m a n	126576	1703886	9
r u w a n a m a n t a	170532	3363740	11
r u w a n a m p a x	134874	1999718	10
r u w a n a m p a x p i s	168414	4689794	13
r u w a n a n	117450	929196	7
r u w a n a ŋ k u	149345	2103548	9
r u w a n a p a x	129672	1520804	9
r u w a n a p a x q a	144972	2712662	11
r u w a n a s p i	138312	1806579	9
r u w a n a t a	131814	1335972	8
r u w a n a j k i	135000	1859898	9
r u w a n a j k u	138150	1975838	9
r u w a ɲ ʧ i x	149130	1397538	8
r u w a n i	101412	558891	6
r u w a n i ɲ a	139356	1349934	8
r u w a n m a n	121014	1289778	8
r u w a ŋ k i ʧ i x	181974	2780198	10
r u w a ŋ k u	118511	977666	7
r u w a ŋ k u ɲ a	166158	2056664	9
r u w a ŋ k u ɲ a ʧ u	206118	4363826	11
r u w a ɴ q a	95184	657986	7
r u w a ɴ q a ŋ k u	143369	2472085	10
r u w a ɴ q a ŋ k u ʧ u	212041	5024460	12
r u w a ɴ q a r i	134874	1908674	9
r u w a p u w a s q a ŋ k e q a	246720	10318345	16
r u w a p u j k i	143154	1963526	9
r u w a p u j k u	146304	2083886	9
r u w a q o r̞ q a	144572	1781980	9
r u w a r a k u s p a	209820	4047494	11
r u w a r e r̞ q a	174032	2172636	9
r u w a r e r̞ q a ŋ k u	222217	5646425	12
r u w a r i k o r̞ q a	230832	4369078	11
r u w a r i k u n	210027	2855174	9
r u w a r i k u ŋ k u	246567	5119762	11
r u w a r i k u s p a	230220	4296110	11
r u w a r i m u n	166299	2390662	9
r u w a r i n a p a x	196092	3519218	11
r u w a r i n i	169020	1727244	8
r u w a r i ŋ k u	181877	2560334	9
r u w a r i p u s a x	198516	3603722	11
r u w a r i s a ŋ k u	198431	4173476	11
r u w a r i s q a	165492	2032584	9
r u w a r i x	132732	936780	7
r u w a r i j k u	167202	2412914	9
r u w a r i j k u ɲ a	214849	4243514	11
r u w a r̞ q a	118404	836531	7
r u w a r̞ q a ŋ k u	166589	2911090	10
r u w a r̞ q a ŋ k u p i s	226051	6273560	13
r u w a r̞ q a j a ŋ k u	177623	4375102	12
r u w a r̞ q a j k u	156114	2751830	10
r u w a r̞ q o s a x	151852	2230228	10
r u w a s a n	103356	811557	7
r u w a s a ɲ ʧ i s ʧ u	219042	5442904	12
r u w a ʃ a ɲ ʧ i x	165762	2518170	10
r u w a ʃ a n i	117612	1228365	8
r u w a ʃ a ŋ k i r i	196566	3977306	11
r u w a ʃ a ŋ k u	136871	1892570	9
r u w a ʃ a ŋ k u m a n	177360	4337927	12
r u w a s a x	96444	623445	7
r u w a ʃ a x t i n	152166	2572054	10
r u w a s a j k u	126486	1774310	9
r u w a s p a	103788	729258	7
r u w a s q a	102924	717501	7
r u w a s q a ʎ a n	150804	2578798	10
r u w a s q a ɲ a	126918	1610654	9
r u w a s q a ɲ ʧ i x	180144	3383920	11
r u w a s q a ɲ ʧ i x w a n	227232	7763659	14
r u w a s q a ŋ k o q a	174624	3993900	12
r u w a s q a ŋ k u	151109	2618420	10
r u w a s q a ŋ k u ʧ u	219781	5261300	12
r u w a s q a ŋ k u t a	207978	4756477	12
r u w a s q a ŋ k u w a n	227825	6409997	13
r u w a s q a q a	122274	1493552	9
r u w a s q a s	113724	1101669	8
r u w a s q a s n i n t a	224406	6149666	13
r u w a s q a s n i j t a	189216	5402546	13
r u w a s q a t a	131562	1727756	9
r u w a s q a w a n	152172	2605344	10
r u w a s q a j k i ʧ i x t a	231390	8759493	15
r u w a s q a j k u	140634	2470910	10
r u w a s u n	116820	965964	7
r u w a s u ɲ ʧ i x	191315	2847422	10
r u w a s u n m a n	157575	2669872	10
r u w a w a n	122148	968409	7
r u w a w a ɲ ʧ i x	184122	2860290	10
r u w a w a n m a n	156006	2681790	10
r u w a w a ŋ k u	153503	2173874	9
r u w a w a ɴ q a	130176	1599314	9
r u w a w a s u n	151812	2152344	9
r u w a x	76788	219555	5
r u w a x k u n a w a n	209906	5185031	12
r u w a x p u n i	145412	1894838	9
r u w a x t a	99432	763000	7
r u w a x t i n	132510	1433254	8
r u w a x t i ɲ ʧ i x	200886	3759891	11
r u w a j	77436	225504	5
r u w a j ʧ i x ʧ u	153841	2829092	10
r u w a j k u	107046	901886	7
r u w a j k u ɲ a	154693	1931054	9
r u w a j k u ɲ a ʧ u	194653	4153321	11
r u w a j k u n a q a	180717	3379676	11
r u w a j k u n a t a	191733	3795044	11
r u w a j k u s a x	151278	2247998	10
r u w a j k u t a x	175237	2589482	10
r u w a j m a n	101034	1042698	8
r u w a j n i ŋ k u t a	220134	5107157	12
r u w a j p i	97092	729258	7
r u w a j s i s q a ŋ k u	182789	5375162	13
r u w a j t a	101412	776655	7
r u w a j t a ɲ a t a x	176058	4100518	12
r u w p u x m u n	151003	2037927	9
r u w u r e r̞ q o n i	252210	4858404	11
s a p' a n a s n i m p i s	140298	3690774	13
s a p' a n a s n i j u x	122220	2662674	12
s a t' i k a m u n a m p a x	162267	4651317	14
s a t' i k u ʧ u ŋ k u ʧ u	285897	7076930	13
s a t' i k u s q a	129744	1343472	9
s a t' i k u s q a ŋ k u	177929	3932939	12
s a t' i j k u ʎ a m p u n i	210399	6266279	14
s a t' i j t a	68148	482106	7
s a q' e r̞ q a j k u	100922	1664450	10
s a q' o t a x	60456	379787	7
s a k a	26460	49356	4
s a k a s	41580	128268	5
s a k a s k u ɲ ʧ u	179051	2586748	10
s a l a r m a n	100008	982434	8
s a l t a m u n a ŋ k u ʧ u	243418	7506778	14
s a l t a s p i	107460	954998	8
s a l t a j k a p u ʎ a s q a ŋ k u t a x	327644	22204533	21
s a l t a j k a p u x	142706	2560114	11
s a l t a j k u n r i	219066	3876486	11
s a l t a j k u s q a	159426	2741326	11
s a l t a j k u s q a ʧ u	195390	5427981	13
s a l t a j u x	95526	811524	8
s a m a n a n	55944	425385	7
s a m a r e q o s k a ŋ k u	178579	5809959	14
s a m a r i k u ŋ k u w a q a j ʧ a ŋ k u	346250	24357380	21
s a m a r i k u j t a w a n	217950	6656334	14
s a m a r i s p a	101322	1115496	9
s a m a r i s p a ɲ a t a x	169830	4947922	14
s a m a r i s q a ŋ k u	148499	3420398	12
s a m a r i x	67554	426903	7
s a m a r i j	68634	435762	7
s a m a ʃ a n	44604	362826	7
s a n i p a j a	74592	613656	8
s a n s i n	66528	342522	6
s a n t u	71643	214719	5
s a n t u s a	109923	604953	7
s a n t u x	89884	348016	6
s a n u k a s q a	119967	1266646	9
s a ŋ kʰ i t u ʎ a	148987	1538078	9
s a ɴ q' a j u	38772	318825	7
s a ɴ q' a j u t a	77400	923222	9
s a p a	19656	38664	4
s a p a ʎ a n	68166	500376	7
s a p a ʎ a ɲ ʧ u	120815	1475084	9
s a p a ʎ a n w a n	132318	2029221	10
s a p a ʎ a ŋ k u	99701	1297958	9
s a p a ʎ a ŋ k u m a n t a	184146	5630183	14
s a p a ʎ a q a	71226	642286	8
s a p a ʎ a j k i	85176	1129058	9
s a p a ʎ a j m a n t a	126270	2784360	12
s a p a ʎ a j̠̠ q a	91746	1058813	9
s a p a m p i	49296	375496	7
s a p a n	35100	129348	5
s a p a n t a x	90378	733381	8
s a p a ɴ q a	45648	326552	7
s a p a p a x	48204	318824	7
s a p a j	28080	88128	5
s a p a j k u	57690	468632	7
s a p a j p a x ʧ u	82447	1444145	10
s a pʰ i ʎ a n ɲ a	111930	1264606	9
s a p i m p a ʧ a	84372	1042806	9
s a p i ɲ ʧ a s q a	127566	1733011	10
s a p i t a n t a	127470	1450961	9
s a q e k u s u ɲ ʧ u	190246	3338541	11
s a q e k u j t a w a n	164196	3744974	12
s a q e n a	48180	236040	6
s a q e n a ʧ u	89472	902412	8
s a q e n a m p a x	85206	1223090	10
s a q e n a ŋ k u ʧ u	168349	3002063	11
s a q e n a w a j k i ʧ u	176184	4801022	13
s a q e ɲ ʧ u	91503	618790	7
s a q e n i	52140	270198	6
s a q e ŋ k u m a ɲ ʧ u	164459	3659860	12
s a q e ɴ q a ŋ k u	95535	1553112	10
s a q e p o r̞ q a n i	126794	2382863	11
s a q e p u ʎ a ŋ k u ɲ a	192512	4658967	13
s a q e p u n	72762	537161	7
s a q e p u x t i ŋ k u	157124	3630831	12
s a q e r a p u ʧ a ŋ k u	193497	5320987	13
s a q e r p a n a m p a x	149922	3670666	13
s a q e r p a ɴ q a	112752	1563982	10
s a q e r p a p u s a ɲ ʧ i x	219786	7379358	15
s a q e r p a r e ɴ q a	159170	3415662	12
s a q e r p a r i n	162900	2479432	10
s a q e r p a s q a ŋ k u	167777	4583792	13
s a q e r p a s u n	133488	2098040	10
s a q e r p a w a j ʧ u	158238	3827588	12
s a q e r p a j t a	119160	1779027	10
s a q e s p a	55512	376156	7
s a q e s q a	54600	369248	7
s a q e s q a ŋ k u ʧ u	171457	3632943	12
s a q e s u ɲ ʧ u	133822	1508994	9
s a q e w a ɲ ʧ u	124757	1514542	9
s a q e w a r̞ q a j k u	141102	3370542	12
s a q e x	28300	88414	5
s a q e j k u	59670	478643	7
s a q e j k u r a x	142605	1780142	10
s a r a	34020	61236	4
s a r a m a n t a	110808	1329402	9
s a r a m a n t a q a	135558	2425858	11
s a r a p i s	81288	555444	7
s a r a q a	62370	275670	6
s a r a s	53460	154548	5
s a r a s m a n	81162	816021	8
s a r a s p i s	94644	879012	8
s a r a s q a	75060	488142	7
s a r a s t a	85428	592902	7
s a r a s t a q a	110178	1284969	9
s a r a t a	75978	345006	6
s a r a t a p i s	119502	1416168	9
s a r a t a q a	100728	861153	8
s a r a t a w a n	133002	1653813	9
s a r a w a n	96228	676026	7
s a r a x	47790	127332	5
s a r i t a ʎ a	129474	1088817	8
s a r i t a p i s	138348	1536798	9
s a r i t a s	110808	659988	7
s a r i t a t a	131454	1117155	8
s a r o j̠̠ q a m o ɴ q a	137986	2844482	12
s a r p i s	83556	364932	6
s a r t a w e q a	143316	1538855	9
s a r t a w i	118908	794160	7
s a r t a w i m a n	154818	2322162	10
s a r t a w i m a n t a	198774	4310614	12
s a r t a w i p a x	160560	2094325	10
s a r t a w i p i	156348	1778058	9
s a r t a w i s	139644	1205928	8
s a r t a w i t a	166860	1872327	9
s a r t a w i x	133596	1085829	8
s a r u ʧ a p u ʃ a ŋ k u	219812	5708779	13
s a r u ʧ a p u j t a	186291	3209342	11
s a r u ʧ a s q a	148113	1491428	9
s a r u ʧ a j	122517	644547	7
s a r u ʧ a j t a	146493	1593716	9
s a r u r p a r i n	232785	3343770	10
s a r u ʃ a ŋ k u p u n i	230655	5827801	13
s a r u w a ɲ ʧ i x	192060	2518170	10
s a x m a ʧ i k u s a w a x	178170	4840072	14
s a x m a ʎ a s q a t a x	118962	3044274	13
s a x m a s q a	48780	468953	8
s a x m a j k u ʎ a s q a t a x	185213	6803214	16
s a x r a	34884	127332	5
s a x r a s n i j u x	123246	2280170	11
s a x r a s t a	86292	833775	8
s a x r a t a	76842	520599	7
s a x s a k u ɲ ʧ u	153413	2109856	10
s a x s a k u n i ʧ u	166941	2903756	11
s a x s a k u ŋ k i ʧ u	178264	3835081	12
s a x s a k u s q a ʧ u	143946	3308926	12
s a x s a ɲ ʧ u	89333	822678	8
s a x s a s q a	54000	513198	8
s a x s a s q a ʧ u	89964	1505592	10
s a x s a j t a	53784	556296	8
s a j a ʧ e r̞ q a ɲ ʧ i x	173596	4212970	13
s a j a ʧ e r̞ q a ŋ k u	144561	3333330	12
s a j a ʧ i ʎ a n t a x	163848	3242178	12
s a j a ʧ i n i	89892	797958	8
s a j a ʧ i ŋ k u	104669	1294328	9
s a j a k' u ʧ i w a s u ɲ ʧ i s	274290	10006716	16
s a j a n	24300	104004	5
s a j a n a m p a x	72018	1075795	10
s a j a n a n m a n	88452	1458162	10
s a j a ɲ ʧ u	77561	525701	7
s a j a p o r̞ q a	85776	945820	9
s a j a p u n	60486	454008	7
s a j a r a j a s q a	92556	1738998	11
s a j a r e r̞ q a	107288	1169822	9
s a j a r i ʧ e r̞ q a j k u	200518	6191658	14
s a j a r i ʧ i n a p a x	184284	4144252	13
s a j a r i ʧ i j	124884	1267488	9
s a j a r i ʧ i j k u	158274	2925934	11
s a j a r i m u s q a	122796	2164298	11
s a j a r i n a n	117126	1357533	9
s a j a r i ʃ a n	98172	1206144	9
s a j a r i s q a	98748	1083456	9
s a j a r i s q a n	113598	1745469	10
s a j a r i j t a	95040	1162602	9
s a j a r i j t a w a n	152064	3555765	12
s a j a r p a ʧ i n	132912	2052639	10
s a j a r p a ʎ a ɴ q a t a x	167058	5822124	15
s a j a r p a n	85752	827730	8
s a j a ʃ a n	43416	355320	7
s a j a s a x	36504	259704	7
s a j a ʃ a j k u	66546	926454	9
s a j a s q a	42984	307512	7
s a j a s q a n t a	101790	1479123	10
s a j a s q a s n i n	113184	2121849	11
s a j a s t i	58680	426708	7
s a j a j a m u ŋ k u	100709	1878134	11
s a j a j k a m u ŋ k u	123371	2858274	12
s a j a j k u ʎ a ŋ k u t a x	223361	6805888	15
s a j a j k u ʃ a n	100194	1519893	10
s a j a j k u x	66305	586559	8
s a j a j ʎ a	42120	325080	7
s a j k' u ʎ a n m a n t a x ʧ u	219504	9399354	16
s a j k' u p u s a ʎ a n t a x	209194	6888793	15
s a j k' u p u s q a	122338	1640744	10
s a j k' u s q a	80694	681919	8
s a j k' u s q a ɲ a	104688	1515102	10
s a j k' u s q a p i s	118602	2136713	11
s a j k' u s q a t a q a	134082	2839198	12
s a j r u r a	128061	719307	7
s a ʧ' a	23436	44604	4
s a ʧ' a k u n a	111957	928348	8
s a ʧ' a k u n a m a n t a	184641	4622743	13
s a ʧ' a k u n a q a	134907	1811646	10
s a ʧ' a m a n	51480	411483	7
s a ʧ' a m a n t a	95436	1122664	9
s a ʧ' a m a n t a w a n	152460	3452602	12
s a ʧ' a p i s	64152	451116	7
s a ʧ' a q a	45486	216618	6
s a ʧ' a s	36828	117756	5
s a ʧ' a s p i	63036	451116	7
s a ʧ' a s p i s	78012	729660	8
s a ʧ' a s t a	68796	482106	7
s a ʧ' a t a	56070	272850	6
s a ʧ' a t a q a	80820	713467	8
s a ʧ' i t a m a n t a q a	169098	4176082	13
s a ʧ' i t a q a	95046	787681	8
s a ʧ' i t a s	86280	539028	7
s a ʧ' i t a s m a n t a q a	182688	5302330	14
s a ʧ' i t a s t a	118248	1378669	9
s e q' e n	32340	127392	5
s e q' e s p a	52272	362804	7
s e q' o n a	47634	237180	6
s e q' o n a p i s	89286	1085878	9
s e q' o n a t a	81600	761663	8
s e q' o n a w a j k i	118806	2360923	11
s e ɴ q a ɲ ʧ i s	110606	1236004	9
s e ɴ q a n m a n t a	119834	2227210	11
s e ɴ q a ŋ k u t a	132224	1789008	10
s e q e n	38500	141280	5
s i ʧ u s	72816	205128	5
s i t' i k i r a	139152	1204023	8
s i t' i k i r a m a n t a	215940	5452294	13
s i k' i m i r a	97536	933465	8
s i k' i m i r a k u n a t a r i	278253	11898368	16
s i k' i m i r a p i w a n	189228	5197354	13
s i k' i m i r a s t a	148944	2821814	11
s i k' i r e r̞ q a j k u	186938	4279006	12
s i k' i r i m o r̞ q a j k u	207122	6605208	14
s i k i ʎ a n m a n	139488	2135950	10
s i k i m p i	79992	547690	7
s i k i p i t a x	127530	1352135	9
s i k u r i s	147435	851595	7
s i k u j a	72186	289740	6
s i k u j a p i	91842	833042	8
s i ʎ u s p a x	106164	819239	8
s i l w a k o q a	142946	1531429	9
s i l w a k u	118206	830245	7
s i l w a k u t a	175075	1927998	9
s i l w a r i ʎ a s q a t a x	255456	8434108	15
s i l w a s p a	115272	942588	8
s i l w a s p a t a x	155898	2622069	11
s i l w a s q a	114408	928728	8
s i m e q a	38564	201458	6
s i m i	21888	46656	4
s i m i t' a	49416	249138	6
s i m i ʎ a n w a n	137910	2158872	10
s i m i ʎ a p i	80580	785380	8
s i m i ʎ a p i ʧ u	129420	2074160	10
s i m i n	36936	148824	5
s i m i n m a n	74556	780852	8
s i m i n t a	88218	566853	7
s i m i ŋ k u m a n t a	159486	3479103	12
s i m i ŋ k u w a ɴ q a	159785	3185628	12
s i m i p a x r i	85062	1198831	9
s i m i p i	48720	258240	6
s i m i t a	54744	277542	6
s i m i w a n	75240	558522	7
s i m i j k i t a	107400	1245413	9
s i n a	33264	57888	4
s i ɲ a n i	63918	330534	6
s i ɲ ʧ i	72912	213912	5
s i ɲ ʧ i ʧ a n a	154422	1673374	9
s i ɲ ʧ i ʧ a r̞ q a j k u	212706	5684188	13
s i ɲ ʧ i m a n t a	153234	2180218	10
s i ɲ ʧ i s n i n t a	209658	3606898	11
s i ɲ ʧ i t a	121752	734557	7
s i ɲ ʧ i t a ʧ u	165708	2008834	9
s i ɲ ʧ i t a t a x	169704	2219938	10
s i n r u n a	158004	859032	7
s i n r u p i	149739	854223	7
s i n t a	70290	191754	5
s i p a k u	60858	343172	6
s i p a k u t a q a	142477	1925378	10
s i p a k u w a n	137574	1618769	9
s i p a s	37440	123552	5
s i p a s i t a	85104	793668	8
s i p a s k u n a	127641	1395461	9
s i p a s p a x	67860	599768	8
s i p a s q a	59040	406404	7
s i p a s r i	82800	618948	7
s i p a s t a q a	94158	1106408	9
s i p a s w a n	89928	893484	8
s i r a ʧ i k u j	165024	1823398	9
s i r a ʎ a n i p u n i	206634	4611422	12
s i r a n i	86346	414450	6
s i r a ŋ k u	101825	758240	7
s i r a s q a s n i ŋ k u t a	248214	8549885	15
s i r a x	59130	150138	5
s i r a x k u n a	137816	1587818	9
s i r a x k u n a p i s	179468	3961886	12
s i r a j k u	89550	695595	7
s i r a j k u n a p i	166947	3067922	11
s i r a j p i	79596	555444	7
s i ʃ r a	59184	181008	5
s i s u	30528	63936	4
s i w a j	47952	130896	5
s o q' a j t a	50184	387828	7
s o ɴ q o	30932	111676	5
s o ɴ q o ʧ a k u n i	163977	2912974	11
s o ɴ q o ʧ a ʃ a ŋ k u	137465	3251184	12
s o ɴ q o ʧ a w a r̞ q a ʧ u	190170	6290128	14
s o ɴ q o ʧ a j ʎ a	100602	1577664	10
s o ɴ q o ʧ i ʃ a w a n	151098	3446638	12
s o ɴ q o ʧ i s p a	118338	1656879	10
s o ɴ q o m p i	64106	645303	8
s o ɴ q o n	49082	276907	6
s o ɴ q o n m a n t a	129404	2390108	11
s o ɴ q o n t a	97922	852142	8
s o ɴ q o ŋ k u	84637	849174	8
s o ɴ q o t a	65934	461653	7
s o ɴ q o w a n	86372	840829	8
s o ɴ q o j k i t a	116876	1705548	10
s o ɴ q o j k u t a	129831	1812118	10
s o ɴ q o j u x	61190	588950	8
s o ɴ q o j̠̠ q a	75882	675294	8
s o q o n	43450	157036	5
s u ʧ u r i ʧ i j	213730	2134182	9
s u t' i	43152	77712	4
s u t' i ʧ a n a	119334	1044998	8
s u t' i ʧ u	96432	481026	6
s u t' i ʎ a t a x	130932	1416698	9
s u t' i m a n	76782	562652	7
s u t' i m a n t a	120738	1422490	9
s u t' i m a n t a ʧ u	164694	3252143	11
s u t' i ɲ ʧ a ʧ i s a s q a ŋ k u	266849	12576080	17
s u t' i ɲ ʧ a ʧ i x	170112	2366594	10
s u t' i ɲ ʧ a ʧ u n	193755	2980445	10
s u t' i ɲ ʧ a k u n a ŋ k a m a	267459	10141792	16
s u t' i ɲ ʧ a n	136368	1257418	8
s u t' i ɲ ʧ a n a	147060	1660906	9
s u t' i ɲ ʧ a n a ŋ k u p a x	246475	8079452	15
s u t' i ɲ ʧ a n a p a x	178884	3583404	12
s u t' i ɲ ʧ a n a j k i	184212	4182670	12
s u t' i ɲ ʧ a ŋ k u ʧ u	236215	5264524	12
s u t' i ɲ ʧ a r i n a ŋ k u p a x t a x	347077	21404912	20
s u t' i ɲ ʧ a s p a	152838	2124796	10
s u t' i ɲ ʧ a s q a ʧ u	187938	4392859	12
s u t' i ɲ ʧ a j ʧ i x	169446	2961872	11
s u t' i s i t u t a	180911	2513410	10
s u t' i t a	86664	389165	6
s u t' i j a m p u n	118576	1870550	10
s u t' i j a m u ʃ a x t i n	169212	5370021	14
s u t' i j a n a m p a x	122730	2606522	12
s u t' i j a n a ŋ k a m a	146472	3741482	13
s u t' i j a r p a s q a	153852	3358302	12
s u t' i j a x t a	92472	1128174	9
s u t' i j a x t a t a x	140424	2963904	12
s u t' i j a x t i ŋ k a m a	168606	4904379	14
s u t' i j a j	70152	423690	7
s u t' i j a j m a n t a	137706	2947234	12
s u t' i j a j m a n t a p a ʧ a	192750	7733588	16
s u t' i j a j t a	94128	1145327	9
s u k' a j k u	74328	599486	7
s u k' u j k u ŋ k u	166286	2606746	10
s u k a m a n t a	115998	1375398	9
s u k a t a	77928	368299	6
s u l k' a	76183	197611	5
s u ʎ k' a ɲ a t a x	142247	1960174	10
s u ʎ k' a n ɲ a t a x	170075	2924797	11
s u ʎ k' i t a t a x	167843	2250844	10
s u m a ʧ a x	59106	415218	7
s u m a ʧ a x t a	81750	1132510	9
s u m a h t a	51600	415218	7
s u m a t a	47784	268763	6
s u m a x	28956	94861	5
s u m a x ʧ u	58519	508586	7
s u m a x ʎ a	50376	402308	7
s u m a x ʎ a t a t a x	133626	2921367	12
s u m a x m a n t a	95826	1455310	10
s u m a x p u n i	97580	1189514	9
s u m a x r i	61086	522922	7
s u m a x s i t u	93156	1216106	9
s u m a x s i t u ʎ a t a x	195601	5387028	14
s u m a x s i t u t a	152171	2548212	11
s u m a x t a	51600	415218	7
s u m a x t a ʧ u	95556	1320324	9
s u m a x t a ɲ a	82290	1048534	9
s u m u x	38570	127058	5
s u m u x t u	75052	617200	7
s u ɲ ʧ u	88102	266082	5
s u n t' i ʧ i j k i m a n	207705	5457277	13
s u ɲ ʧ' u	77314	237432	5
s u ŋ k' a r i r i s q a	215927	4376420	12
s u p a j	40092	118356	5
s u p a j k u n a t a	154389	2808242	11
s u p a j k u n a x	130521	1768142	10
s u p a j m a n	63690	676327	8
s u p a j m a n t a	107646	1616562	10
s u p a j m a n t a w a n	164670	4456698	13
s u p a j p a x	64896	585914	8
s u p a j̠̠ q a	71340	484799	7
s u r k' a k u ʧ u ŋ k u	269236	5955902	12
s u r k' a k u n a	179916	1967684	9
s u r k' a r̞ q o j t a w a n	237967	7472288	14
s u r k' a s u n	140679	1310750	8
s u r k' a j k u	131661	1232906	8
s u r m a n	82791	411450	6
s u r m a n t a	126747	1156058	8
s u r t e ɴ q a	145015	1067626	8
s u r t e ɴ q a ʧ u	180979	2639211	10
s u r t e ɴ q a ɲ a ʧ u	208969	4545396	12
s u r u k a p u ʃ a n	207942	3617774	11
s u r u r i ʃ a n	209754	2219550	9
s u r u r i ʃ a j	203274	1853100	9
s u r u j t a	123957	775348	7
s u r w a n	128844	558891	6
s u s t u ʎ i k u j t a	233455	4887743	12
s u s t u w a ɴ q a	155040	2041234	10
s u t a m a r i	98706	1019798	8
s u t a m a r i p a x w a n	189390	6134702	14
s u t i	51504	89520	4
s u t i ʧ a n i	136578	1234148	8
s u t i ʧ a ŋ k u m a n	193986	4333962	12
s u t i ʧ a s q a ŋ k u	186113	4225911	12
s u t i ʧ a j k u ŋ k u	211977	4842886	12
s u t i ʧ a j k u s q a ŋ k u	242687	8845436	15
s u t i k o ɴ q a	134694	1426346	9
s u t i k u n	140439	946742	7
s u t i m a n	87870	616178	7
s u t i m a n t a	131826	1528522	9
