x	hx	logProbx	[]	[+wb][+wb]	[+wb][+wb]	[-ant][]	[+sg]	[+high][-high]	[+wb][+back][+wb]	[-low][+wb]	[-wb][+lab]	[-syll,-cons]	[+ant,-secart][-wb]	[+sonorant,-cont]	[+wb][-back][+wb]	[+voice][-voice,+cor]	[+delrel,+lab]	[+wb][-back][+back]	[+cont,+voice][]	[+wb][+high,+back][+wb]	[-cont,+secart][]	[-syll,-nas][+cons]	[-high][+high,-back]	[+low][-low]	[-syll][+wb]	[+syll,+high][]	[-back][+back]	[-low][+low][+back]	[+wb][][+wb]	[+syll][+syll]	[-low][+wb]	[+wb][+syll,+back][-back]	[+wb][+syll]	[-syll][-voice]	[-syll,+sonorant][+cons,+sonorant]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-voice][-voice,+ant,-secart]	[-wb][-voice,+lab]	[+syll][+low]	[+sonorant,-ant][-syll,-nas]	[+lab][+cor]	[-nas][-ant]	[+dor][+cor]	[-cont,-sg,+lab][-high]	[+wb][-syll,+sonorant]	[+sonorant,-sg,+ant][+low]	[+syll,-low][-cons]	[+lab][][+wb]	[-low][-delrel,+cor][+low]	violated_constraints
bv o m b e s a	-4.662	-13.604	9	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	[], [-wb][+lab], [+sonorant,-cont], [+voice][-voice,+cor], [+delrel,+lab], [+wb][+syll,+back][-back], [-cont,-sg,+lab][-high], 
t o n z o n a	-2.759	-11.702	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+sonorant,-cont], [+cont,+voice][], [+sonorant,-sg,+ant][+low], 
k o n d a bv a	-5.106	-14.049	9	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [+wb][+back][+wb], [-wb][+lab], [+sonorant,-cont], [+delrel,+lab], [-low][+low][+back], [-cont,-sg,+lab][-high], [+lab][][+wb], 
r u m b u ny a	-2.393	-11.335	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [-nas][-ant], [+wb][-syll,+sonorant], 
j e m b a y a	-5.111	-14.054	9	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	[], [-ant][], [-wb][+lab], [-syll,-cons], [+sonorant,-cont], [-high][+high,-back], [-low][+low][+back], [-cont,-sg,+lab][-high], 
w i N g o h a	-7.601	-16.543	9	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], [+wb][-syll,+sonorant], 
ty o N g a w a	-7.441	-16.383	9	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [-cont,+secart][], [-low][+low][+back], [+lab][][+wb], 
ch u g w o g a	-7.956	-16.898	9	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+syll,+high][], [-nas][-delrel,+voice,-sg], 
mh a n z o pf a	-14.95	-23.892	9	0	0	0	1	0	1	0	1	0	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	[], [+sg], [+wb][+back][+wb], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+delrel,+lab], [+cont,+voice][], [+low][-low], [-wb][-voice,+lab], [+wb][-syll,+sonorant], [+lab][][+wb], 
ny u N g a mh a	-5.414	-14.356	9	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	[], [+sg], [+sonorant,-cont], [+wb][+high,+back][+wb], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], [+lab][][+wb], 
dy a m w a bh a	-8.289	-17.231	9	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [-syll,-cons], [+sonorant,-cont], [+wb][+high,+back][+wb], [-cont,+secart][], [+lab][][+wb], 
ny a m w o j a	-10.877	-19.82	9	0	0	1	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [+low][-low], [+wb][][+wb], [-nas][-ant], [+wb][-syll,+sonorant], 
j a n j a vh a	-7.758	-16.7	9	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+wb][+wb], [-ant][], [+sg], [-wb][+lab], [+sonorant,-cont], [+cont,+voice][], [+lab][][+wb], 
t u h w u bh a	-7.738	-16.68	9	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-wb][+lab], [-syll,-cons], [+syll,+high][], [+lab][][+wb], 
zh e N g u ts a	-5.453	-14.395	9	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+voice][-voice,+cor], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], 
v o g w e z a	-7.081	-16.023	9	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+high][-high], [-syll,-cons], [+cont,+voice][], [-nas][-delrel,+voice,-sg], 
nh i b w e b a	-12.41	-21.352	9	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	[], [+sg], [+high][-high], [-wb][+lab], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
t u b w a d a	-3.976	-12.918	9	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-wb][+lab], [-syll,-cons], [+syll,+high][], [-nas][-delrel,+voice,-sg], 
j e N g o j a	-17.622	-26.564	9	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+back], [-back][+back], [-nas][-ant], 
g e m w i p a	-5.912	-14.855	9	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [-wb][+lab], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [-wb][-voice,+lab], [+lab][][+wb], 
dz o b w a h a	-8.303	-17.245	9	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+wb][+back][+wb], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [-low][+low][+back], [-nas][-delrel,+voice,-sg], 
bh u g w u ny a	-6.473	-15.415	9	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [+sg], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
zv e n d e bh a	-6.428	-15.37	9	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [+sonorant,-cont], [+cont,+voice][], [+lab][][+wb], 
z o m b u tsv a	-9.5	-18.442	9	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+wb][+back][+wb], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+voice][-voice,+cor], [+cont,+voice][], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
ts u g w o dzv a	-10.758	-19.7	9	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
ny a n j e r a	-5.918	-14.86	9	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [+low][-low], [+wb][][+wb], [+wb][-syll,+sonorant], 
s u h w i m a	-6.816	-15.759	9	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [+sg], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+syll,+high][], [-cont,-sg,+lab][-high], [+lab][][+wb], 
f u N g i r a	-1.043	-9.985	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sonorant,-cont], [+syll,+high][], [+wb][+syll,+back][-back], 
f a m b a h a	-3.243	-12.185	9	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	[], [+wb][+wb], [+sg], [-wb][+lab], [+sonorant,-cont], [-cont,-sg,+lab][-high], 
m u h w e ty a	-11.664	-20.606	9	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	[], [-ant][], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [-cont,+secart][], [+syll,+high][], [-nas][-ant], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
bv u b w u zv a	-7.528	-16.47	9	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-wb][+lab], [-syll,-cons], [+delrel,+lab], [+cont,+voice][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
dy i n d u tsv a	-9.751	-18.693	9	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+voice][-voice,+cor], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
y o m w u dy a	-14.558	-23.5	9	0	0	1	0	1	1	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	[], [-ant][], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [+wb][][+wb], [-nas][-delrel,+voice,-sg], [-nas][-ant], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
ny u N g o pf a	-8.288	-17.231	9	0	0	0	0	1	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	[], [+high][-high], [+wb][+back][+wb], [-wb][+lab], [+sonorant,-cont], [+delrel,+lab], [+syll,+high][], [-wb][-voice,+lab], [+wb][-syll,+sonorant], [+lab][][+wb], 
h o n z i v a	-11.956	-20.898	9	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [+wb][+back][+wb], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+cont,+voice][], [-high][+high,-back], [+syll,+high][], [+wb][+syll,+back][-back], [+lab][][+wb], 
bh e s w u g a	-9.295	-18.237	9	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+wb][-back][+back], [+syll,+high][], [-nas][-delrel,+voice,-sg], 
N a g w e tsv a	-17.344	-26.286	9	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+voice][-voice,+cor], [-cont,+secart][], [+low][-low], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], [-nas][-ant], [+wb][-syll,+sonorant], 
y i m b u bv a	-5.204	-14.146	9	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	[], [-wb][+lab], [-syll,-cons], [+sonorant,-cont], [+delrel,+lab], [+syll,+high][], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
bv i n d e g a	-4.195	-13.138	9	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+high][-high], [+sonorant,-cont], [+delrel,+lab], [+syll,+high][], [-nas][-delrel,+voice,-sg], 
s u n z a ny a	-4.303	-13.246	9	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [+ant,-secart][-wb], [+sonorant,-cont], [+cont,+voice][], [+wb][+high,+back][+wb], [+syll,+high][], [-nas][-ant], 
d i m w i sh a	-6.644	-15.587	9	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+sonorant,-cont], [+voice][-voice,+cor], [+wb][-back][+back], [+syll,+high][], [-nas][-ant], 
ny u m w e n a	-5.177	-14.12	9	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	[], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], 
w i s w e n a	-6.518	-15.46	9	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	[], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], 
t e s w o n a	-20.154	-29.096	9	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	[], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [-back][+back], [-voice][-voice,+ant,-secart], [+sonorant,-sg,+ant][+low], 
dzv e n j a dh a	-7.557	-16.5	9	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+sonorant,-cont], [+wb][-back][+wb], [-cont,+secart][], [-low][+low][+back], 
ty u m w a dh a	-6.408	-15.351	9	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+sg], [-syll,-cons], [+sonorant,-cont], [-cont,+secart][], [+syll,+high][], 
dzv u n d u ny a	-4.043	-12.985	9	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
t o h w i y a	-8.466	-17.409	9	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [+sg], [+wb][+back][+wb], [-syll,-cons], [+syll,+high][], [+syll,-low][-cons], 
w u n j o zv a	-9.904	-18.847	9	0	0	2	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [-nas][-ant], [+wb][-syll,+sonorant], 
ch u N g o dz a	-3.98	-12.922	9	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [+sonorant,-cont], [+syll,+high][], 
z e n z a sv a	-10.477	-19.419	9	0	0	1	0	0	0	0	0	0	2	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+wb], [+voice][-voice,+cor], [+cont,+voice][], [-low][+low][+back], [-nas][-ant], 
p e n j a bh a	-6.38	-15.323	9	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [+sonorant,-cont], [+wb][-back][+wb], [-low][+low][+back], [+lab][][+wb], 
bv o N g o b a	-4.87	-13.813	9	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	[], [-wb][+lab], [+sonorant,-cont], [+delrel,+lab], [-nas][-delrel,+voice,-sg], [-cont,-sg,+lab][-high], [+lab][][+wb], 
zh a m w i bh a	-7.653	-16.595	9	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [-syll,-cons], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [+lab][][+wb], 
j i n z i b a	-6.882	-15.824	9	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [-ant][], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-cont,-sg,+lab][-high], [+lab][][+wb], 
dzv e b w e j a	-10.754	-19.696	9	0	0	2	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [-wb][+lab], [-syll,-cons], [+wb][-back][+back], [-cont,+secart][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
N e n z e ny a	-6.998	-15.94	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [+sonorant,-cont], [+cont,+voice][], [+wb][][+wb], [+cons,+sonorant,+dor][+sonorant], [-nas][-ant], [+wb][-syll,+sonorant], 
tsv i k w a j a	-7.698	-16.64	9	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
z i n d e bh a	-8.244	-17.186	9	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [+high][-high], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [+lab][][+wb], 
h o n d a t a	-6.169	-15.111	9	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+wb][+back][+wb], [+sonorant,-cont], [+voice][-voice,+cor], [-low][+low][+back], 
ny i m b a d a	-3.305	-12.247	9	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	[], [+sonorant,-cont], [+wb][-back][+wb], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], 
p i n d a y a	-1.225	-10.168	9	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], 
w a n z i sv a	-8.705	-17.647	9	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+voice][-voice,+cor], [+cont,+voice][], [+syll,+high][], [-nas][-ant], [+wb][-syll,+sonorant], 
z a m b i k a	-3.146	-12.089	9	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [+syll,+high][], 
nh a s w i ts a	-7.476	-16.418	9	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+syll,+high][], [-voice][-voice,+ant,-secart], [+wb][-syll,+sonorant], 
b a s w o z a	-12.07	-21.013	9	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	[], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+cont,+voice][], [+low][-low], [-cont,-sg,+lab][-high], 
z i h w o dh a	-14.457	-23.399	9	0	0	0	2	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [+sg], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-low][-delrel,+cor][+low], 
n o b w e dh a	-8.996	-17.939	9	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	[], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
zv i N g a zh a	-6.799	-15.742	9	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
r e k w a h a	-6.813	-15.755	9	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [-syll,-cons], [+wb][-back][+back], [-low][+low][+back], [+wb][-syll,+sonorant], 
